cluster_file,rmax,n_slices,vol_slice,n_slices_used,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.5268051384453322,30,15.572943328000093,30,95462,0.5720238499998231
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.6410225914893466,30,17.28359420533334,30,95462,0.5861630250001326
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.7800037106934158,30,18.971992052666778,30,95462,0.6322448310002073
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,0.9491175455796848,30,20.822923060666795,30,95462,0.5763890409998567
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,1.1548972177662866,30,22.344710060666777,30,95462,0.555223837000085
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,1.4052923052746675,30,24.2728197946669,30,95462,0.5512234510006238
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,1.7099759466766964,30,25.941108082000365,30,95462,0.5516274239998893
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,2.080718528976332,30,27.117149811333697,30,95462,0.54763975700007
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,2.5318423953503633,30,28.135746422000345,30,95462,0.5490658940016147
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,3.0807751387916715,30,29.539832552000338,30,95462,0.5408511909990921
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,3.748722856220058,30,31.138310466000327,30,95462,0.5322141340002418
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,4.561489371878808,30,32.74350789000028,30,95462,0.5507033039993985
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,5.550473077848112,30,34.13350871400036,30,95462,0.5716441620006663
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,6.753879901122618,30,35.269653856666935,30,95462,0.5461133499993593
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,8.218199255994355,30,36.249690584666936,30,95462,0.5543431299993244
config1_leaf00cm_tol40cm_cluster_05_ndvi.las,10.0,30,37.053083948000214,30,95462,0.5691061329998774
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.05,30,1.9819456026999829,30,95017,0.854904424999404
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.060840578869549786,30,2.1542225683999843,30,95017,0.824067493000257
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.07403152074363813,30,2.4289483158499903,30,95017,0.7857973829995899
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.09008241153272054,30,2.7327068387499764,30,95017,0.7852113349999854
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.10961332127231452,30,3.144590851849969,30,95017,0.7344815550004569
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.133378758360431,30,3.59889552855,30,95017,0.7094143349986552
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.16229681735100848,30,4.409691623749995,30,95017,0.7123986160004279
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.19748464632641896,30,5.422107171600023,30,95017,0.6779900569999882
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.24030160400695275,30,6.693275105649969,30,95017,0.7291427639993344
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.2924017738212865,30,8.705458063049967,30,95017,0.7411360860005516
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.3557978636354049,30,10.374950713399878,30,95017,0.6767396220002411
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.4329389596825433,30,12.450140412149878,30,95017,0.6692184980001912
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.5268051384453322,30,14.343135261699867,30,95017,0.6359265860010055
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.6410225914893466,30,16.146297485499872,30,95017,0.6384941950000211
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.7800037106934158,30,17.72829424029989,30,95017,0.6723537779998878
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,0.9491175455796848,30,19.665472300249917,30,95017,0.6379423969992786
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,1.1548972177662866,30,21.818581367799972,30,95017,0.6355673859998205
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,1.4052923052746675,30,23.607532739700055,30,95017,0.662103720000232
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,1.7099759466766964,30,25.248657314650032,30,95017,0.62997930200072
