cluster_file,voxel_size,vol_voxel,n_voxels,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.04336244396414017,2.343300680665905,28740,88865,0.07263718200010771
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.051039236424475005,2.994998334364569,22526,88865,0.07415249400037283
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.06007511147083267,3.7907448513451336,17484,88865,0.0768205130007118
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.07071067811865475,4.747161375495887,13427,88865,0.0764163500007271
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.08322914227845538,5.912950852402076,10256,88865,0.07373129600091488
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.09796384801717632,7.314373016053034,7780,88865,0.07139857900074276
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.11530715390799683,8.907275610088835,5810,88865,0.07270660799986217
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.13572088082974532,10.924999999999997,4370,88865,0.07154028400145762
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.1597486094219211,13.55510571192438,3325,88865,0.07035454499964544
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.18803015465431966,16.712744856149623,2514,88865,0.07149586599916802
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.22131860294287997,19.990086667468617,1844,88865,0.07167444600054296
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.26050036547934563,24.35982861187655,1378,88865,0.07126776899895049
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.3066187817586519,29.518631400447184,1024,88865,0.07135953800025163
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.3609019018232971,36.75989523491948,782,88865,0.07440580900038185
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.4247951870156353,42.926629446211265,560,88865,0.069690159001766
config1_leaf00cm_tol40cm_cluster_08_ndvi.las,0.5,52.625,421,88865,0.07093225900098332
